product_id,product_name,category,subcategory,unit_price,cost_price,supplier_name,stock_quantity,launch_date,product_rating,active_flag
P0464,Lamp Model 464,Home,Home Sub-1,8177.20,4824.55,Metro Wholesale,32,2023-07-31,4.8,Y
P0465,Dumbbell Model 465,Sports,Sports Sub-2,8194.50,4916.70,Nova Supply,0,2023-08-09,3.0,Y
P0466,Mouse Model 466,Electronics,Electronics Sub-3,8211.80,5009.20,Prime Traders,58,2023-08-18,3.7,Y
P0467,Shoes Model 467,Fashion,Fashion Sub-4,8229.10,5102.04,Global Mart,71,2023-08-27,4.4,Y
P0468,Coffee Model 468,Grocery,Grocery Sub-1,8246.40,5195.23,Vertex Goods,84,2023-09-05,2.6,Y
P0469,Mixer Model 469,Home,Home Sub-2,8263.70,5288.77,Metro Wholesale,97,2023-09-14,3.3,Y
P0470,Tennis Racket Model 470,Sports,Sports Sub-3,8281.00,5382.65,Nova Supply,110,2023-09-23,4.0,Y
P0471,Headset Model 471,Electronics,Electronics Sub-4,8298.30,5476.88,Prime Traders,123,2023-10-02,4.7,Y
P0472,Handbag Model 472,Fashion,Fashion Sub-1,8315.60,5571.45,Global Mart,136,2023-10-11,2.9,Y
P0473,Snacks Model 473,Grocery,Grocery Sub-2,8332.90,5666.37,Vertex Goods,149,2023-10-20,3.6,Y
P0474,Cookware Model 474,Home,Home Sub-3,8350.20,5761.64,Metro Wholesale,162,2023-10-29,4.3,Y
P0475,Cricket Bat Model 475,Sports,Sports Sub-4,8367.50,5857.25,Nova Supply,175,2023-11-07,2.5,Y
P0476,Laptop Model 476,Electronics,Electronics Sub-1,8384.80,5953.21,Prime Traders,188,2023-11-16,3.2,Y
P0477,Shirt Model 477,Fashion,Fashion Sub-2,8402.10,6049.51,Global Mart,201,2023-11-25,3.9,Y
P0478,Rice Model 478,Grocery,Grocery Sub-3,8419.40,6146.16,Vertex Goods,214,2023-12-04,4.6,Y
P0479,Chair Model 479,Home,Home Sub-4,8436.70,6243.16,Metro Wholesale,227,2023-12-13,2.8,Y
P0480,Football Model 480,Sports,Sports Sub-1,8454.00,4649.70,Nova Supply,240,2023-12-22,3.5,Y
P0481,Monitor Model 481,Electronics,Electronics Sub-2,8471.30,4743.93,Prime Traders,3,2023-12-31,4.2,Y
P0482,Jeans Model 482,Fashion,Fashion Sub-3,8488.60,4838.50,Global Mart,16,2024-01-09,4.9,Y
P0483,Oil Model 483,Grocery,Grocery Sub-4,8505.90,4933.42,Vertex Goods,29,2024-01-18,3.1,N
P0484,Table Model 484,Home,Home Sub-1,8523.20,5028.69,Metro Wholesale,42,2024-01-27,3.8,Y
P0485,Yoga Mat Model 485,Sports,Sports Sub-2,NA,5124.30,Nova Supply,55,2024-02-05,4.5,Y
P0486,Keyboard Model 486,Electronics,Electronics Sub-3,8557.80,5220.26,Prime Traders,68,2024-02-14,2.7,Y
P0487,Jacket Model 487,Fashion,Fashion Sub-4,8575.10,5316.56,Global Mart,81,2024-02-23,3.4,Y
P0488,Tea Model 488,Grocery,Grocery Sub-1,8592.40,5413.21,Vertex Goods,94,2024-03-03,4.1,Y
P0489,Lamp Model 489,Home,Home Sub-2,8609.70,5510.21,Metro Wholesale,107,2024-03-12,4.8,Y
P0490,Dumbbell Model 490,Sports,Sports Sub-3,8627.00,5607.55,Nova Supply,120,2024-03-21,3.0,Y
P0491,Mouse Model 491,Electronics,Electronics Sub-4,8644.30,5705.24,Prime Traders,133,2024-03-30,3.7,Y
P0492,Shoes Model 492,Fashion,Fashion Sub-1,8661.60,5803.27,Global Mart,146,2024-04-08,4.4,Y
P0493,Coffee Model 493,Grocery,Grocery Sub-2,8678.90,5901.65,Vertex Goods,159,2024-04-17,2.6,Y
P0494,Mixer Model 494,Home,Home Sub-3,8696.20,6000.38,Metro Wholesale,172,2024-04-26,3.3,Y
P0495,Tennis Racket Model 495,Sports,Sports Sub-4,8713.50,6099.45,Nova Supply,185,2024-05-05,4.0,Y
P0496,Headset Model 496,Electronics,Electronics Sub-1,8730.80,6198.87,Prime Traders,0,2024-05-14,4.7,Y
P0497,Handbag Model 497,Fashion,Fashion Sub-2,8748.10,6298.63,Global Mart,211,2024-05-23,2.9,Y
P0498,Snacks Model 498,Grocery,Grocery Sub-3,8765.40,6398.74,Vertex Goods,224,2024-06-01,3.6,Y
P0499,Cookware Model 499,Home,Home Sub-4,8782.70,6499.20,Metro Wholesale,237,2024-06-10,4.3,Y
P0500,Cricket Bat Model 500,Sports,Sports Sub-1,8800.00,4840.00,Nova Supply,0,2024-06-19,2.5,Y
